baseMean log2FoldChange lfcSE stat pvalue padj
ENST00000202831.7_113299780_113332878_1752 129.632485730779 -0.681580880155122 2.61047477828597 -0.261094604638412 0.794019552292535 0.993734645869831
ENST00000202834.11_5100794_5109430_360 145.941095662232 0.0991645321828434 3.59715753023047 0.0275674699674579 0.978007127004933 0.99870915295345
ENST00000202917.9_112907040_112919550_1200 303.757329564035 -0.500107974096788 3.35753096592806 -0.148951112937406 0.881592208743273 0.993734645869831
ENST00000203001.6_5938538_5950405_1491 326.698051622024 -10.4769305828497 1.51869898239607 -6.89862224462686 5.25092940808718e-12 5.29358066123365e-11
ENST00000203407.5_48599131_48609620_1440 1819.27136514981 -1.49062313741594 2.99612283132386 -0.497517365386951 0.618824260209059 0.993734645869831
ENST00000203630.9_6748798_6752334_744 457.699618880645 -0.77396195791574 2.84001070637643 -0.272520788804785 0.785221608805217 0.993734645869831
ENST00000204517.10_4258058_4272746_1014 90.3730824434543 -1.16825645134744 2.51678228534501 -0.4641865361776 0.64251410657354 0.993734645869831
ENST00000204566.6_64963623_64983569_924 423.099751613695 -0.492933626951607 2.83794139491679 -0.173694082560877 0.862105888267984 0.993734645869831
ENST00000204726.7_132773108_132822128_4494 573.218097982334 -0.307487738510128 3.99768171104635 -0.076916513303318 0.938689960747744 0.99637935119422
ENST00000204961.4_68829777_68840651_1038 456.787486810194 0.455516316411938 0.427447345859975 1.06566649863152 0.2865744269634 0.988711640082299
ENST00000205061.9_74452059_74607094_3609 974.488193231769 -1.59864526633872 2.77010289546099 -0.577106817569202 0.563867299139255 0.993734645869831
ENST00000205214.10_56338405_56384299_3294 123.328304208273 -9.13359388715769 1.54574978290247 -5.90884371337735 3.44517357294345e-09 1.76204194152687e-08
ENST00000205402.9_107891251_107919256_1527 1264.8388455857 -0.735616591507784 2.88182459238748 -0.255260709985944 0.798521743828348 0.993734645869831
ENST00000205636.3_32483963_32502745_549 277.697406273707 0.341093418326899 0.310466780431823 1.09864706894721 0.271922038518524 0.952302478985198
ENST00000206020.7_4959537_4967804_681 181.528635085412 -0.117312600089301 0.355885441886266 -0.329635849860899 0.741675130983562 0.993734645869831
ENST00000206380.7_44011931_44014952_771 334.818589977649 -1.02873458540873 2.79231058629331 -0.368416962804393 0.71256235110206 0.993734645869831
ENST00000206451.10_24136263_24138813_747 1192.85693367637 -0.262721267320506 0.290787952233351 -0.903480578554637 0.366270891291993 0.993734645869831
ENST00000206474.11_22946528_22955154_1089 187.71375604968 -1.81379973474958 2.21429200597628 -0.819133036588765 0.412710515015983 0.993734645869831
ENST00000206542.8_20447243_20454683_1005 189.12579602592 0.589352624512712 3.81965389901973 0.154294771226252 0.877377319906415 0.993734645869831
ENST00000209728.8_40289421_40301998_1680 373.0458583523 -0.648103488987306 2.79731536345725 -0.231687673636592 0.816780605927835 0.993734645869831
ENST00000209873.8_53307492_53321465_1638 228.400750752471 -10.4655105349458 1.51254550927259 -6.91913761985175 4.54401273143537e-12 4.68427750745827e-11
ENST00000209875.8_54241758_54257650_573 265.892899985554 -0.892069761092183 2.64564129354654 -0.337184698193285 0.735977671650821 0.993734645869831
ENST00000209884.4_173716044_173785244_1827 313.080159638102 -1.24090862934721 2.81572157798329 -0.440707149119476 0.659425020308355 0.993734645869831
ENST00000210060.11_12675841_12681766_1107 528.665290788836 -1.07583985225397 2.84343845871776 -0.378358761011875 0.705164099028717 0.993734645869831
ENST00000210313.7_120817909_120842909_1512 232.640215417545 -0.837526184289783 2.50252843741072 -0.334671994839084 0.737872529257433 0.993734645869831
ENST00000210444.5_98056809_98083052_1077 441.80516485809 -0.077035689354713 0.337052255833559 -0.228557109532459 0.819213163776468 0.993734645869831
ENST00000211314.4_52677103_52686046_297 197.05257909663 0.66378886212838 4.13629310477652 0.160479164632179 0.87250363312308 0.993734645869831
ENST00000211379.9_31639134_31651763_3378 267.994136505319 -10.1017829335812 1.48496914876233 -6.80268875754129 1.02684339708844e-11 9.44888592254805e-11
ENST00000211936.10_27451306_27472294_2253 123.839453288869 0.245566320931955 0.360707489121775 0.680790746900883 0.496003905826354 0.993734645869831
ENST00000211998.8_73998208_74118166_3402 3685.08814953435 -1.43080920337558 3.20108824476235 -0.44697587007065 0.654892482394374 0.993734645869831
ENST00000212015.10_67884722_67916590_2241 268.352940793833 -11.1688243508939 1.54739438836909 -7.2178265830895 5.28250195975626e-13 7.50920555019995e-12
ENST00000214869.6_10832998_10836191_681 251.016248802843 -0.960629636482803 2.68070796006539 -0.358349231170772 0.720081979831691 0.993734645869831
ENST00000215071.8_38374602_38383387_1050 1085.88762443583 -0.0180932961733445 0.203997179973465 -0.0886938543743496 0.929325216786419 0.995190502113537
ENST00000215375.6_1241851_1244434_504 318.588226358419 -0.509955967344113 0.422027088749827 -1.20834889735339 0.226913087515321 0.827049173777629
ENST00000215565.2_14566136_14572000_411 553.689719653948 -0.965302555577776 2.86366865852831 -0.337085979798327 0.736052086077506 0.993734645869831
ENST00000215567.9_14529697_14565868_924 484.705794436151 -11.6703523096321 1.47825276097463 -7.89469339596408 2.91029789493469e-15 9.805769681976e-14
ENST00000215570.7_2426951_2427533_285 369.181238752367 -0.188355029466908 0.464597181381993 -0.405415781702822 0.68517191240112 0.993734645869831
ENST00000215574.8_531932_541549_708 173.601619118987 -0.820920692153857 2.18701772437707 -0.37536078606207 0.707392164540763 0.993734645869831
ENST00000215582.7_756947_763587_2037 142.760109478441 0.612454635827178 2.55001374164253 0.240176994274815 0.810193047675968 0.993734645869831
ENST00000215587.11_1089529_1095315_612 666.202293890606 -0.18372806533322 0.368640880259719 -0.498393084358354 0.618207010195062 0.993734645869831
ENST00000215727.9_20779313_20787063_1497 112.215970662833 -1.47214959614545 2.32450179732897 -0.633318329904955 0.526525785711 0.993734645869831
ENST00000215730.11_20859111_20887833_774 157.062323839344 -0.98761670071187 2.68440632449437 -0.367908796704946 0.712941240769055 0.993734645869831
ENST00000215754.7_23894475_23895103_345 315.817279732953 0.212242232503644 0.814707370428253 0.260513455760292 0.79446773735447 0.993734645869831
ENST00000215790.11_30292378_30326881_1524 79.1825466504882 0.176435577233904 0.707280726903947 0.24945622087885 0.803007901296213 0.993734645869831
ENST00000215793.12_30334597_30356792_2379 670.275154151624 -0.346562574225506 0.293309330297931 -1.1815600065415 0.237380330346918 0.856979092991077
ENST00000215829.7_24557675_24571974_378 799.080050213553 0.128011081944828 0.186967370005609 0.684670709872999 0.493551735943501 0.993734645869831
ENST00000215832.10_21769207_21867440_1080 370.181247813658 -1.13405012778783 2.89766930755505 -0.391366304233212 0.695526495373715 0.993734645869831
ENST00000215862.8_30926806_30950416_2910 248.43839305142 -1.17635948641268 2.65508509115159 -0.44305905311022 0.6577230214944 0.993734645869831
ENST00000215882.9_19176133_19178673_933 289.337152808176 -1.62922968147178 2.61484514384286 -0.623069280147663 0.533238995959774 0.993734645869831
ENST00000215909.9_37675703_37679746_405 5541.89711394214 -0.524777156357413 0.278123997109651 -1.88684601764341 0.0591810396018594 0.248173419537571
ENST00000215919.3_31341408_31345602_1611 153.758678266854 -0.0370622033374856 0.639068499729939 -0.0579941013414799 0.953753327068097 0.997324858277833
ENST00000215956.9_41674936_41682358_384 674.819076425536 -1.017397572238 2.94497915369115 -0.345468514085343 0.729742176978479 0.993734645869831
